"","TRAP","EKATTE","Name_en","distToTown","azimuth"
"372",8631,"43116","Lalkovo",2537.54287366159,354.254657041783
"373",8765,"61738","Razdel",3708.91681478803,186.673759050531
"374",8766,"46797","Malomirovo",2301.19838539481,359.73804577217
"375",8632,"43116","Lalkovo",2202.60764227408,337.206317741332
"376",8633,"43116","Lalkovo",1909.93403682508,338.750441672477
"377",9863,"81121","Chernozem",3656.94516270812,20.1654082555502
"378",8767,"81121","Chernozem",1719.50596680404,260.703155580617
"379",9864,"81121","Chernozem",3691.22324912928,19.9548186619809
"380",8634,"43116","Lalkovo",953.62071003346,236.744978226199
"381",9865,"43459","Lesovo",5659.36786937554,272.003048605872
"382",9866,"12530","Valcha polyana",3447.15640194667,41.072098853322
"383",9867,"12530","Valcha polyana",3172.15666674552,28.4217662622454
"384",9868,"43459","Lesovo",4610.84166327757,271.623312417461
"385",9869,"43459","Lesovo",3752.67421025187,270.704951516272
"386",9870,"43459","Lesovo",3515.71370186563,263.64855608752
"387",8635,"35794","Kamenets",1440.35733250637,353.619584791287
"388",8768,"57409","Polyana",1593.8282751738,292.151537170495
"389",8636,"35794","Kamenets",1613.60127698066,357.870892611242
"390",8769,"57409","Polyana",1944.04473685446,295.227037560646
"391",8638,"43615","Leyarovo",2366.33854756913,136.65542673224
"392",8770,"00343","Aleksandrovo",3595.74901527804,48.6464510953459
"393",8639,"05520","Borisovo",2073.0546762381,215.756881513973
"394",8771,"57409","Polyana",2190.88026877083,276.272422948542
"395",8640,"43615","Leyarovo",2555.40194901772,181.330553730444
"396",8641,"43615","Leyarovo",2487.51723295657,180.878498379338
"397",8642,"35794","Kamenets",3415.84983881872,300.0440125486
"398",8643,"35794","Kamenets",3397.18370334896,298.629247475528
"399",8772,"00343","Aleksandrovo",2599.4895509286,45.8669872026993
